year,state_abbr,county_clean,measure_type,value_numeric
2022,GA,Coffee County,Total Ag Land (Incl Buildings),4133
2022,GA,Colquitt County,Total Ag Land (Incl Buildings),4183
2022,GA,Cook County,Total Ag Land (Incl Buildings),4057
2022,GA,Crisp County,Total Ag Land (Incl Buildings),3063
2022,GA,Dooly County,Total Ag Land (Incl Buildings),3211
2022,GA,Echols County,Total Ag Land (Incl Buildings),3971
2022,GA,Irwin County,Total Ag Land (Incl Buildings),3053
2022,GA,Jeff Davis County,Total Ag Land (Incl Buildings),3127
2022,GA,Lanier County,Total Ag Land (Incl Buildings),4152
2022,GA,Lowndes County,Total Ag Land (Incl Buildings),3938
2022,GA,Telfair County,Total Ag Land (Incl Buildings),2451
2022,GA,Tift County,Total Ag Land (Incl Buildings),4310
2022,GA,Turner County,Total Ag Land (Incl Buildings),3300
2022,GA,Wilcox County,Total Ag Land (Incl Buildings),2832
2022,GA,Worth County,Total Ag Land (Incl Buildings),3837
2022,GA,Appling County,Total Ag Land (Incl Buildings),3332
2022,GA,Bacon County,Total Ag Land (Incl Buildings),3663
2022,GA,Brantley County,Total Ag Land (Incl Buildings),3316
2022,GA,Bryan County,Total Ag Land (Incl Buildings),3570
2022,GA,Camden County,Total Ag Land (Incl Buildings),3536
2022,GA,Charlton County,Total Ag Land (Incl Buildings),3119
2022,GA,Chatham County,Total Ag Land (Incl Buildings),4753
2022,GA,Evans County,Total Ag Land (Incl Buildings),3486
2022,GA,Glynn County,Total Ag Land (Incl Buildings),32706
2022,GA,Liberty County,Total Ag Land (Incl Buildings),3406
2022,GA,Long County,Total Ag Land (Incl Buildings),4019
2022,GA,Mcintosh County,Total Ag Land (Incl Buildings),2056
2022,GA,Pierce County,Total Ag Land (Incl Buildings),3076
2022,GA,Tattnall County,Total Ag Land (Incl Buildings),3656
2022,GA,Toombs County,Total Ag Land (Incl Buildings),3365
2022,GA,Ware County,Total Ag Land (Incl Buildings),3041
2022,GA,Wayne County,Total Ag Land (Incl Buildings),3579
2022,GA,Baker County,Total Ag Land (Incl Buildings),3716
2022,GA,Calhoun County,Total Ag Land (Incl Buildings),2997
2022,GA,Clay County,Total Ag Land (Incl Buildings),3401
2022,GA,Decatur County,Total Ag Land (Incl Buildings),3951
2022,GA,Dougherty County,Total Ag Land (Incl Buildings),4051
2022,GA,Early County,Total Ag Land (Incl Buildings),3557
2022,GA,Grady County,Total Ag Land (Incl Buildings),3955
2022,GA,Lee County,Total Ag Land (Incl Buildings),3563
2022,GA,Miller County,Total Ag Land (Incl Buildings),3973
2022,GA,Mitchell County,Total Ag Land (Incl Buildings),4002
2022,GA,Quitman County,Total Ag Land (Incl Buildings),3653
2022,GA,Randolph County,Total Ag Land (Incl Buildings),2912
2022,GA,Seminole County,Total Ag Land (Incl Buildings),3993
2022,GA,Stewart County,Total Ag Land (Incl Buildings),3010
2022,GA,Sumter County,Total Ag Land (Incl Buildings),3216
2022,GA,Terrell County,Total Ag Land (Incl Buildings),3290
2022,GA,Thomas County,Total Ag Land (Incl Buildings),4110
2022,GA,Webster County,Total Ag Land (Incl Buildings),2772
2022,GA,Carroll County,Total Ag Land (Incl Buildings),6433
2022,GA,Chattahoochee County,Total Ag Land (Incl Buildings),8235
2022,GA,Clayton County,Total Ag Land (Incl Buildings),6922
2022,GA,Coweta County,Total Ag Land (Incl Buildings),6209
2022,GA,Douglas County,Total Ag Land (Incl Buildings),7432
2022,GA,Fayette County,Total Ag Land (Incl Buildings),10668
2022,GA,Haralson County,Total Ag Land (Incl Buildings),6674
2022,GA,Harris County,Total Ag Land (Incl Buildings),4181
2022,GA,Heard County,Total Ag Land (Incl Buildings),4425
2022,GA,Henry County,Total Ag Land (Incl Buildings),8949
2022,GA,Lamar County,Total Ag Land (Incl Buildings),5215
2022,GA,Macon County,Total Ag Land (Incl Buildings),3435
2022,GA,Marion County,Total Ag Land (Incl Buildings),2843
2022,GA,Meriwether County,Total Ag Land (Incl Buildings),4592
2022,GA,Muscogee County,Total Ag Land (Incl Buildings),4700
2022,GA,Pike County,Total Ag Land (Incl Buildings),6000
2022,GA,Schley County,Total Ag Land (Incl Buildings),3858
2022,GA,Spalding County,Total Ag Land (Incl Buildings),6320
2022,GA,Talbot County,Total Ag Land (Incl Buildings),2460
2022,GA,Taylor County,Total Ag Land (Incl Buildings),3338
2022,GA,Troup County,Total Ag Land (Incl Buildings),5029
2022,GA,Upson County,Total Ag Land (Incl Buildings),3824
2022,HI,Hawaii County,Total Ag Land (Incl Buildings),8886
2022,HI,Kauai County,Total Ag Land (Incl Buildings),13236
2022,HI,Maui & Kalawao County,Total Ag Land (Incl Buildings),12084
2022,HI,Honolulu County,Total Ag Land (Incl Buildings),29887
2022,ID,Bannock County,Total Ag Land (Incl Buildings),2753
2022,ID,Bear Lake County,Total Ag Land (Incl Buildings),2768
2022,ID,Bingham County,Total Ag Land (Incl Buildings),3789
2022,ID,Bonneville County,Total Ag Land (Incl Buildings),4884
2022,ID,Butte County,Total Ag Land (Incl Buildings),3430
2022,ID,Caribou County,Total Ag Land (Incl Buildings),2587
2022,ID,Clark County,Total Ag Land (Incl Buildings),3102
2022,ID,Custer County,Total Ag Land (Incl Buildings),3588
2022,ID,Franklin County,Total Ag Land (Incl Buildings),3278
2022,ID,Fremont County,Total Ag Land (Incl Buildings),4813
2022,ID,Jefferson County,Total Ag Land (Incl Buildings),5087
2022,ID,Lemhi County,Total Ag Land (Incl Buildings),3947
2022,ID,Madison County,Total Ag Land (Incl Buildings),5444
2022,ID,Oneida County,Total Ag Land (Incl Buildings),2625
2022,ID,Power County,Total Ag Land (Incl Buildings),3930
2022,ID,Teton County,Total Ag Land (Incl Buildings),5512
2022,ID,Benewah County,Total Ag Land (Incl Buildings),2747
2022,ID,Bonner County,Total Ag Land (Incl Buildings),6142
2022,ID,Boundary County,Total Ag Land (Incl Buildings),5691
2022,ID,Clearwater County,Total Ag Land (Incl Buildings),3570
2022,ID,Idaho County,Total Ag Land (Incl Buildings),2367
2022,ID,Kootenai County,Total Ag Land (Incl Buildings),11050
2022,ID,Latah County,Total Ag Land (Incl Buildings),3464
2022,ID,Lewis County,Total Ag Land (Incl Buildings),2819
2022,ID,Nez Perce County,Total Ag Land (Incl Buildings),3156
2022,ID,Shoshone County,Total Ag Land (Incl Buildings),8542
2022,ID,Blaine County,Total Ag Land (Incl Buildings),3556
2022,ID,Camas County,Total Ag Land (Incl Buildings),2055
2022,ID,Cassia County,Total Ag Land (Incl Buildings),4486
2022,ID,Gooding County,Total Ag Land (Incl Buildings),7101
2022,ID,Jerome County,Total Ag Land (Incl Buildings),9012
2022,ID,Lincoln County,Total Ag Land (Incl Buildings),5720
2022,ID,Minidoka County,Total Ag Land (Incl Buildings),6202
2022,ID,Twin Falls County,Total Ag Land (Incl Buildings),6129
2022,ID,Ada County,Total Ag Land (Incl Buildings),13084
2022,ID,Adams County,Total Ag Land (Incl Buildings),2752
2022,ID,Boise County,Total Ag Land (Incl Buildings),2053
2022,ID,Canyon County,Total Ag Land (Incl Buildings),13588
2022,ID,Elmore County,Total Ag Land (Incl Buildings),3233
2022,ID,Gem County,Total Ag Land (Incl Buildings),4014
2022,ID,Owyhee County,Total Ag Land (Incl Buildings),2025
2022,ID,Payette County,Total Ag Land (Incl Buildings),5191
2022,ID,Valley County,Total Ag Land (Incl Buildings),3900
2022,ID,Washington County,Total Ag Land (Incl Buildings),2299
2022,IL,De Witt County,Total Ag Land (Incl Buildings),11261
2022,IL,Logan County,Total Ag Land (Incl Buildings),11349
2022,IL,Macon County,Total Ag Land (Incl Buildings),6339
2022,IL,Marshall County,Total Ag Land (Incl Buildings),10448
2022,IL,Mason County,Total Ag Land (Incl Buildings),8722
2022,IL,Mclean County,Total Ag Land (Incl Buildings),7074
2022,IL,Menard County,Total Ag Land (Incl Buildings),9257
2022,IL,Peoria County,Total Ag Land (Incl Buildings),7216
2022,IL,Stark County,Total Ag Land (Incl Buildings),9973
2022,IL,Tazewell County,Total Ag Land (Incl Buildings),10389
2022,IL,Woodford County,Total Ag Land (Incl Buildings),10987
2022,IL,Champaign County,Total Ag Land (Incl Buildings),7187
2022,IL,Ford County,Total Ag Land (Incl Buildings),9956
2022,IL,Iroquois County,Total Ag Land (Incl Buildings),8638
2022,IL,Kankakee County,Total Ag Land (Incl Buildings),6734
2022,IL,Livingston County,Total Ag Land (Incl Buildings),10108
2022,IL,Piatt County,Total Ag Land (Incl Buildings),12224
2022,IL,Vermilion County,Total Ag Land (Incl Buildings),6777
2022,IL,Clark County,Total Ag Land (Incl Buildings),7770
2022,IL,Clay County,Total Ag Land (Incl Buildings),6235
2022,IL,Coles County,Total Ag Land (Incl Buildings),10272
2022,IL,Crawford County,Total Ag Land (Incl Buildings),6710
2022,IL,Cumberland County,Total Ag Land (Incl Buildings),8894
2022,IL,Douglas County,Total Ag Land (Incl Buildings),11812
2022,IL,Edgar County,Total Ag Land (Incl Buildings),10162
2022,IL,Effingham County,Total Ag Land (Incl Buildings),7723
2022,IL,Fayette County,Total Ag Land (Incl Buildings),6973
2022,IL,Jasper County,Total Ag Land (Incl Buildings),7477
2022,IL,Lawrence County,Total Ag Land (Incl Buildings),6987
2022,IL,Marion County,Total Ag Land (Incl Buildings),6108
2022,IL,Moultrie County,Total Ag Land (Incl Buildings),11597
2022,IL,Richland County,Total Ag Land (Incl Buildings),6859
2022,IL,Shelby County,Total Ag Land (Incl Buildings),8890
2022,IL,Boone County,Total Ag Land (Incl Buildings),9226
2022,IL,Cook County,Total Ag Land (Incl Buildings),18054
2022,IL,De Kalb County,Total Ag Land (Incl Buildings),7704
2022,IL,Du Page County,Total Ag Land (Incl Buildings),57683
2022,IL,Grundy County,Total Ag Land (Incl Buildings),10311
2022,IL,Kane County,Total Ag Land (Incl Buildings),12276
2022,IL,Kendall County,Total Ag Land (Incl Buildings),11745
2022,IL,La Salle County,Total Ag Land (Incl Buildings),10136
2022,IL,Lake County,Total Ag Land (Incl Buildings),15913
2022,IL,Mchenry County,Total Ag Land (Incl Buildings),8304
2022,IL,Will County,Total Ag Land (Incl Buildings),10259
2022,IL,Bureau County,Total Ag Land (Incl Buildings),10199
2022,IL,Carroll County,Total Ag Land (Incl Buildings),9704
2022,IL,Henry County,Total Ag Land (Incl Buildings),10039
2022,IL,Jo Daviess County,Total Ag Land (Incl Buildings),7940
2022,IL,Lee County,Total Ag Land (Incl Buildings),10639
2022,IL,Mercer County,Total Ag Land (Incl Buildings),9250
2022,IL,Ogle County,Total Ag Land (Incl Buildings),9818
2022,IL,Putnam County,Total Ag Land (Incl Buildings),9797
2022,IL,Rock Island County,Total Ag Land (Incl Buildings),9125
2022,IL,Stephenson County,Total Ag Land (Incl Buildings),9230
2022,IL,Whiteside County,Total Ag Land (Incl Buildings),8976
2022,IL,Winnebago County,Total Ag Land (Incl Buildings),8082
2022,IL,Edwards County,Total Ag Land (Incl Buildings),5893
2022,IL,Franklin County,Total Ag Land (Incl Buildings),5677
2022,IL,Gallatin County,Total Ag Land (Incl Buildings),5746
2022,IL,Hamilton County,Total Ag Land (Incl Buildings),5788
2022,IL,Hardin County,Total Ag Land (Incl Buildings),4632
2022,IL,Jefferson County,Total Ag Land (Incl Buildings),4940
2022,IL,Massac County,Total Ag Land (Incl Buildings),4582
2022,IL,Pope County,Total Ag Land (Incl Buildings),4224
2022,IL,Saline County,Total Ag Land (Incl Buildings),4910
2022,IL,Wabash County,Total Ag Land (Incl Buildings),5778
2022,IL,Wayne County,Total Ag Land (Incl Buildings),5608
2022,IL,White County,Total Ag Land (Incl Buildings),5590
2022,IL,Alexander County,Total Ag Land (Incl Buildings),5148
2022,IL,Clinton County,Total Ag Land (Incl Buildings),9036
2022,IL,Jackson County,Total Ag Land (Incl Buildings),5094
2022,IL,Johnson County,Total Ag Land (Incl Buildings),4327
2022,IL,Monroe County,Total Ag Land (Incl Buildings),8117
2022,IL,Perry County,Total Ag Land (Incl Buildings),6023
2022,IL,Pulaski County,Total Ag Land (Incl Buildings),5494
2022,IL,Randolph County,Total Ag Land (Incl Buildings),7679
2022,IL,St Clair County,Total Ag Land (Incl Buildings),9310
2022,IL,Union County,Total Ag Land (Incl Buildings),5116
2022,IL,Washington County,Total Ag Land (Incl Buildings),8068
2022,IL,Williamson County,Total Ag Land (Incl Buildings),4701
2022,IL,Adams County,Total Ag Land (Incl Buildings),8631
2022,IL,Brown County,Total Ag Land (Incl Buildings),6571
2022,IL,Fulton County,Total Ag Land (Incl Buildings),6836
2022,IL,Hancock County,Total Ag Land (Incl Buildings),9460
2022,IL,Henderson County,Total Ag Land (Incl Buildings),8869
2022,IL,Knox County,Total Ag Land (Incl Buildings),8642
2022,IL,Mcdonough County,Total Ag Land (Incl Buildings),9948
2022,IL,Schuyler County,Total Ag Land (Incl Buildings),6519
2022,IL,Warren County,Total Ag Land (Incl Buildings),10349
2022,IL,Bond County,Total Ag Land (Incl Buildings),7761
2022,IL,Calhoun County,Total Ag Land (Incl Buildings),5497
2022,IL,Cass County,Total Ag Land (Incl Buildings),7711
2022,IL,Christian County,Total Ag Land (Incl Buildings),10960
2022,IL,Greene County,Total Ag Land (Incl Buildings),7667
2022,IL,Jersey County,Total Ag Land (Incl Buildings),8366
2022,IL,Macoupin County,Total Ag Land (Incl Buildings),8862
2022,IL,Madison County,Total Ag Land (Incl Buildings),6940
2022,IL,Montgomery County,Total Ag Land (Incl Buildings),8961
2022,IL,Morgan County,Total Ag Land (Incl Buildings),9869
2022,IL,Pike County,Total Ag Land (Incl Buildings),8049
2022,IL,Sangamon County,Total Ag Land (Incl Buildings),7261
2022,IL,Scott County,Total Ag Land (Incl Buildings),8195
2022,IN,Bartholomew County,Total Ag Land (Incl Buildings),6180
2022,IN,Boone County,Total Ag Land (Incl Buildings),9472
2022,IN,Clinton County,Total Ag Land (Incl Buildings),9492
2022,IN,Decatur County,Total Ag Land (Incl Buildings),9415
2022,IN,Grant County,Total Ag Land (Incl Buildings),8453
2022,IN,Hamilton County,Total Ag Land (Incl Buildings),9452
2022,IN,Hancock County,Total Ag Land (Incl Buildings),9562
2022,IN,Hendricks County,Total Ag Land (Incl Buildings),9052
2022,IN,Howard County,Total Ag Land (Incl Buildings),5875
2022,IN,Johnson County,Total Ag Land (Incl Buildings),10532
2022,IN,Madison County,Total Ag Land (Incl Buildings),7322
2022,IN,Marion County,Total Ag Land (Incl Buildings),11101
2022,IN,Morgan County,Total Ag Land (Incl Buildings),7642
2022,IN,Rush County,Total Ag Land (Incl Buildings),10854
2022,IN,Shelby County,Total Ag Land (Incl Buildings),10164
2022,IN,Tipton County,Total Ag Land (Incl Buildings),11110
2022,IN,Blackford County,Total Ag Land (Incl Buildings),8810
2022,IN,Delaware County,Total Ag Land (Incl Buildings),5358
2022,IN,Fayette County,Total Ag Land (Incl Buildings),9205
2022,IN,Henry County,Total Ag Land (Incl Buildings),8606
2022,IN,Jay County,Total Ag Land (Incl Buildings),10478
2022,IN,Randolph County,Total Ag Land (Incl Buildings),9308
2022,IN,Union County,Total Ag Land (Incl Buildings),9913
2022,IN,Wayne County,Total Ag Land (Incl Buildings),7341
2022,IN,Carroll County,Total Ag Land (Incl Buildings),9332
2022,IN,Cass County,Total Ag Land (Incl Buildings),8138
2022,IN,Elkhart County,Total Ag Land (Incl Buildings),11769
2022,IN,Fulton County,Total Ag Land (Incl Buildings),7558
2022,IN,Kosciusko County,Total Ag Land (Incl Buildings),8605
2022,IN,Marshall County,Total Ag Land (Incl Buildings),7190
2022,IN,Miami County,Total Ag Land (Incl Buildings),7928
2022,IN,St. Joseph County,Total Ag Land (Incl Buildings),8309
2022,IN,Wabash County,Total Ag Land (Incl Buildings),8802
2022,IN,Adams County,Total Ag Land (Incl Buildings),10771
2022,IN,Allen County,Total Ag Land (Incl Buildings),7803
2022,IN,De Kalb County,Total Ag Land (Incl Buildings),8646
2022,IN,Huntington County,Total Ag Land (Incl Buildings),8495
2022,IN,Lagrange County,Total Ag Land (Incl Buildings),14455
2022,IN,Noble County,Total Ag Land (Incl Buildings),9064
2022,IN,Steuben County,Total Ag Land (Incl Buildings),8158
2022,IN,Wells County,Total Ag Land (Incl Buildings),10111
2022,IN,Whitley County,Total Ag Land (Incl Buildings),8939
2022,IN,Benton County,Total Ag Land (Incl Buildings),10011
2022,IN,Jasper County,Total Ag Land (Incl Buildings),8477
2022,IN,La Porte County,Total Ag Land (Incl Buildings),5056
2022,IN,Lake County,Total Ag Land (Incl Buildings),7916
2022,IN,Newton County,Total Ag Land (Incl Buildings),8765
2022,IN,Porter County,Total Ag Land (Incl Buildings),9579
2022,IN,Pulaski County,Total Ag Land (Incl Buildings),9173
2022,IN,Starke County,Total Ag Land (Incl Buildings),7178
2022,IN,White County,Total Ag Land (Incl Buildings),10606
2022,IN,Brown County,Total Ag Land (Incl Buildings),7090
2022,IN,Crawford County,Total Ag Land (Incl Buildings),4347
2022,IN,Floyd County,Total Ag Land (Incl Buildings),9135
2022,IN,Harrison County,Total Ag Land (Incl Buildings),5877
2022,IN,Jackson County,Total Ag Land (Incl Buildings),6958
2022,IN,Lawrence County,Total Ag Land (Incl Buildings),5474
2022,IN,Monroe County,Total Ag Land (Incl Buildings),6514
2022,IN,Orange County,Total Ag Land (Incl Buildings),6544
2022,IN,Perry County,Total Ag Land (Incl Buildings),5209
2022,IN,Washington County,Total Ag Land (Incl Buildings),5753
2022,IN,Clark County,Total Ag Land (Incl Buildings),6194
2022,IN,Dearborn County,Total Ag Land (Incl Buildings),6735
2022,IN,Franklin County,Total Ag Land (Incl Buildings),8458
2022,IN,Jefferson County,Total Ag Land (Incl Buildings),6815
2022,IN,Jennings County,Total Ag Land (Incl Buildings),6620
2022,IN,Ohio County,Total Ag Land (Incl Buildings),6126
2022,IN,Ripley County,Total Ag Land (Incl Buildings),6590
2022,IN,Scott County,Total Ag Land (Incl Buildings),6850
2022,IN,Switzerland County,Total Ag Land (Incl Buildings),7606
2022,IN,Daviess County,Total Ag Land (Incl Buildings),9072
2022,IN,Dubois County,Total Ag Land (Incl Buildings),7380
2022,IN,Gibson County,Total Ag Land (Incl Buildings),7732
2022,IN,Greene County,Total Ag Land (Incl Buildings),5946
2022,IN,Knox County,Total Ag Land (Incl Buildings),8068
2022,IN,Martin County,Total Ag Land (Incl Buildings),5972
2022,IN,Pike County,Total Ag Land (Incl Buildings),5920
2022,IN,Posey County,Total Ag Land (Incl Buildings),7200
2022,IN,Spencer County,Total Ag Land (Incl Buildings),6525
2022,IN,Sullivan County,Total Ag Land (Incl Buildings),6203
2022,IN,Vanderburgh County,Total Ag Land (Incl Buildings),7553
2022,IN,Warrick County,Total Ag Land (Incl Buildings),6707
2022,IN,Clay County,Total Ag Land (Incl Buildings),6679
2022,IN,Fountain County,Total Ag Land (Incl Buildings),8277
2022,IN,Montgomery County,Total Ag Land (Incl Buildings),8819
2022,IN,Owen County,Total Ag Land (Incl Buildings),5396
2022,IN,Parke County,Total Ag Land (Incl Buildings),7262
2022,IN,Putnam County,Total Ag Land (Incl Buildings),8265
2022,IN,Tippecanoe County,Total Ag Land (Incl Buildings),8601
2022,IN,Vermillion County,Total Ag Land (Incl Buildings),8513
2022,IN,Vigo County,Total Ag Land (Incl Buildings),5886
2022,IN,Warren County,Total Ag Land (Incl Buildings),7338
